word,word_meaning,cefr_rating
withstand,a bridge designed to withstand earthquakes,6
openness,"If these discussions are to succeed, we'll need openness from/on both sides.",6
merge,They decided to merge the two companies into one.,6
vitally,"It's not vitally important that we get extra funding for the project, but it would help.",6
surrender,They would rather die than surrender (to the invaders).,6
catastrophe,They were warned of the ecological catastrophe to come.,6
aspiration,I've never had any political aspirations.,6
unprecedented,This century has witnessed environmental destruction on an unprecedented scale.,6
imminent,imminent disaster/danger,6
humanitarian,The prisoner has been released for humanitarian reasons.,6
broad-minded,At 70 she was surprisingly broad-minded.,6
overhear,I overheard a very funny conversation on the bus this morning.,6
ponder,She sat back for a minute to ponder her next move in the game.,6
radical,He was known as a radical reformer/thinker/politician.,6
systematic,approving,6
reform,Who will reform our unfair electoral system?,6
shaded,The lamps all had matching purple shades.,6
irresistible,an irresistible offer,6
eradicate,The government claims to be doing all it can to eradicate corruption.,6
snap,You'll snap that ruler if you bend it too far.,6
handy,a handy container/tool,6
pass judgment,to show good/sound/poor judgment,6
weeping,People in the street wept with joy when peace was announced.,6
unbiased,unbiased advice,6
founder,She is the founder and managing director of the company.,6
fearless,a fearless fighter,6
hierarchy,Some monkeys have a very complex social hierarchy.,6
bid,"She knew she couldn't afford it, so she didn't bid.",6
materialism,"So have we become a self-centred society, preoccupied with materialism?",6
sympathize,"I know what it's like to have migraines, so I really sympathize (with you).",6
self-reliance,From early boyhood he learned the lesson of sturdy self-reliance.,6
lobby,Small businesses have lobbied hard for/against changes in the tax laws.,6
discretion,"""Can you trust him with this?"" ""Yes, he’s the soul of discretion (= he will not tell other people).""",6
endorse,The Council is expected to endorse the committee's recommendations.,6
legitimate,The army must give power back to the legitimate government.,6
scrutiny,The government's record will be subjected to/come under (close) scrutiny in the weeks before the election.,6
anonymous,The money was donated by an anonymous benefactor.,6
emit,The alarm emits infrared rays which are used to detect any intruder.,6
reversible,He believes that climate change may still be reversible.,6
down-and-out,a down-and-out loser,6
consensus,The general consensus in the office is that he can't do his job.,6
dump,He came in with four shopping bags and dumped them on the table.,6
miniature,I bought some miniature furniture for my niece's doll's house.,6
worthless,The company's shares are now virtually worthless.,6
elaborate,You want a plain blouse to go with that skirt - nothing too elaborate.,6
sarcastic,a sarcastic comment/remark,6
weary,I think he's a little weary after his long journey.,6
wicked,It was a wicked thing to do.,6
plead,"He was on his knees, pleading for mercy/forgiveness.",6
combating,There was fierce combat between the two sides.,6
normality,"Now that the civil war is over, relative normality has returned to the south of the country.",6
intimate,intimate relationships,6
rejection,The government's rejection of the plans is a setback for us.,6
consecutive,This is the fifth consecutive weekend that I’ve spent working.,6
scramble,She scrambled up the steep hillside and over the rocks.,6
unwind,"In a nearby medical tent, a US Army doctor gently unwinds Metruk’s bandage.",6
ornament,a glass ornament,6
supplement,The doctor said she should be taking vitamin supplements.,6
fragile,Be careful with that vase - it's very fragile.,6
laid-back,I've never seen her worried or anxious in any way - she's so laid-back.,6
ironic,"It is ironic that although many items are now cheaper to make, fewer people can afford to buy them.",6
decisively,If we had acted earlier and more decisively it might not have come to this.,6
rake over the coals,They hauled the boat out of the water.,6
elaborate,You want a plain blouse to go with that skirt - nothing too elaborate.,6
disposable,disposable nappies,6
calculated,"It was a cruel, calculated crime with absolutely no justification.",6
lure,the lure of fame/power/money,6
dubious,These claims are dubious and not scientifically proven.,6
mingle,The excitement of starting a new job is always mingled with a certain apprehension.,6
disorder,The whole office was in a state of disorder.,6
withdrawal,The bank became suspicious after several large withdrawals were made from his account in a single week.,6
counselling,a counselling service,6
refuge,These people are seeking/taking refuge from persecution.,6
illiterate,A surprising percentage of the population is illiterate.,6
kidney,kidney failure,6
implication,"[ + that ] From what she said, the implication was that they were splitting up.",6
fragrance,the delicate fragrance of roses,6
fearless,a fearless fighter,6
profound,His mother's death when he was aged six had a very profound effect on him.,6
tasteful,"Their house is very tasteful, but it doesn't have any soul.",6
spit,Bob Ewell spat contemptuously right in the lawyer's face.,6
give way,an attempt to yield increased profits,6
unimaginable,unimaginable pain/wealth,6
perception,We have to change the public's perception that money is being wasted.,6
model,The educational system was a model for those of many other countries.,6
swiftly,"Walking swiftly, he was at the office within minutes.",6
moan,He moaned with pain before losing consciousness.,6
reproach,His mother reproached him for not eating all his dinner.,6
inhibition,After a couple of drinks he lost his inhibition and started talking and laughing loudly.,6
devise,He's good at devising language games that you can play with students in class.,6
pay tribute to,Tributes have been pouring in from all over the world for the famous actor who died yesterday.,6
laid back,I've never seen her worried or anxious in any way - she's so laid-back.,6
solitary,"On the hill, a solitary figure was busy chopping down trees.",6
disposition,She is of a nervous/cheerful/sunny disposition.,6
